LG,8.859
XS,1.406
IX,4.828
OQ,3.734
KW,7.969
FT,8.688
UK,5.11
NH,9.719
KW,11.235
UK,25.657
UK,25.657
EA,8.5
EA,8.5
OQ,8.484
LG,6.156
BH,13.468
IX,9.188
XS,8.406
XS,8.406
FT,12.296
NH,9.234
NH,8.703
KW,8.016
NG,14.313
FT,9.484
UK,8.281
FE,2.516
XS,10.688
FE,1.562
DF,10.125
DS,19.891
BH,9.484
IX,7.828
KD,11.344
JO,10.172
OQ,9.312
DF,8.516
BH,10.485
FT,8.328
OQ,1.094
KD,9.547
IX,7.015
DF,9.578
LG,7.422
NG,10.797
DS,11.703
XS,12.875
XS,12.875
FE,1.265
KW,9.0
ST,9.0
JO,13.594
KR,8.016
KR,8.016
JO,7.016
DS,13.156
NG,9.984
KR,7.844
UI,6.375
KD,9.282
KD,9.282
JO,8.312
KR,7.609
JO,7.422
DF,9.531
ST,1.203
IX,8.203
ST,0.937
FT,8.891
IT,9.75
IT,6.735
UK,8.89
NG,7.985
IT,11.484
KD,7.407
NH,10.109
KW,8.453
LG,7.328
BH,7.844
WJ,10.36
FE,1199966.437
DS,8.75
ST,1.671
UI,7.969
KR,9.766
WJ,11.812
DF,8.625
OQ,9.015
WJ,6.703
NG,10.063
UI,6.609
EO,11.313
XS,7.265
IT,12.031
EO,8.828
KW,6.906
NH,12.016
IX,6.859
EO,7.203
JO,9.844
FE,1.25
WJ,7.203
KD,7.609
LG,9.343
ST,1.078
UK,9.891
EG,2.031
FG,1.141
FT,7.594
IT,7.281
FG,1.203
WJ,6.969
DS,7.672
EG,1.032
MI,6.687
MI,5.547
JK,1.297
KD,11.578
DS,8.016
EO,7.765
BH,9.313
MD,7.218
UO,12.953
MD,6.672
JK,1.031
UX,2.172
JK,2.172
MD,6.485
JK,0.907
LN,9.375
UO,8.25
MI,5.562
EG,1.204
LN,6.312
FG,0.968
UX,1.328
EO,8.031
MD,5.343
KD,7.531
UO,7.313
HN,9.063
HN,9.063
LN,8.86
EG,1.578
LN,6.109
DF,8.688
UO,7.578
EG,1.219
UI,6.64
UX,1.281
LB,8.469
IF,6.641
HN,9.031
UK,6.828
OQ,6.813
UX,1.125
JK,1.172
UX,1.125
BH,8.656
IF,7.078
IT,7.328
SR,1.11
HN,7.0
IF,6.015
LB,8.359
KR,8.515
BE,6.156
LN,7.797
KX,8.219
IF,6.656
BE,5.578
TE,7.031
TE,9.078
MD,6.781
FG,1.531
LB,8.844
KX,6.875
TE,8.062
SR,0.953
SR,0.985
NF,8.265
NF,7.188
KX,7.0
UI,6.922
TE,6.406
UO,7.437
CQ,6.875
FG,1.047
FE,0.812
JO,7.453
CQ,6.438
TE,5.828
NF,7.157
BH,8.531
BE,4.172
UX,1.203
MI,4.328
GH,1.25
FB,8.937
GH,0.843
IF,6.375
EJ,7.437
EJ,5.062
LI,2.047
UV,1.0
LI,0.906
KX,7.891
UI,6.609
IX,8.953
LB,7.031
IP,6.468
IP,5.75
IP,5.375
UV,1.391
HW,12.687
NR,9.047
CQ,7.203
NR,6.656
BE,5.0
FB,7.125
